股票代號,股票名稱,型態類型,綜合評分,A點日期,A點價格,B點日期,B點價格,C點日期,C點價格,訊號日期,上漲幅度,回撤比例,AB段天數,BC段天數,C到訊號天數,RSI14,EMA5,EMA20,量比,突破昨高,EMA5量增,RSI強勢,回撤評分,量能評分,早進評分,均線評分,健康評分
5525,順天,例外型態,80,2025-09-01,28.9,2025-09-04,31.7,2025-09-08,30.2,2025-09-08,9.69%,53.6%,3,4,0,47.78140439426124,30.30632970897713,30.528461297639073,1.6034377303451843,否,是,否,37.14285714285715,13.356636293775386,15.0,10,5
